latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,4.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),cloudcover (%),windspeed_10m (km/h),windgusts_10m (km/h)
2023-01-15T02:00,6.9,0.00,0.00,0.00,0.00,39,21.4,41.8
2023-01-15T03:00,6.7,0.00,0.00,0.00,0.00,82,23.6,43.6
2023-01-15T04:00,6.3,0.00,0.00,0.00,0.00,59,24.9,45.4
2023-01-15T05:00,6.1,0.00,0.00,0.00,0.00,55,25.9,47.9
2023-01-15T06:00,5.9,0.00,0.00,0.00,0.00,62,26.8,51.1
2023-01-15T07:00,6.1,0.00,0.00,0.00,0.00,22,27.2,51.5
2023-01-15T08:00,5.9,0.00,0.00,0.00,0.00,24,28.4,53.3
2023-01-15T09:00,5.9,0.00,0.00,0.00,0.00,44,31.6,59.8
2023-01-15T10:00,6.2,0.00,0.00,0.00,0.00,75,27.5,49.3
2023-01-15T11:00,6.7,0.00,0.00,0.00,0.00,86,32.1,54.0
2023-01-15T12:00,7.1,0.00,0.00,0.00,0.00,55,33.6,65.9
2023-01-15T13:00,7.5,0.00,0.00,0.00,0.00,72,33.2,63.4
2023-01-15T14:00,7.3,0.00,0.00,0.00,0.00,86,28.2,53.6
2023-01-15T15:00,7.0,0.00,0.00,0.00,0.00,93,28.7,56.5
2023-01-15T16:00,6.3,0.00,0.00,0.00,0.00,100,26.8,50.0
2023-01-15T17:00,5.9,0.00,0.00,0.00,0.00,100,24.7,45.0
2023-01-15T18:00,5.5,0.00,0.00,0.00,0.00,100,23.6,42.8
2023-01-15T19:00,5.5,0.20,0.20,0.00,0.00,83,22.9,43.6
2023-01-15T20:00,5.2,0.10,0.10,0.00,0.00,94,22.3,42.1
2023-01-15T21:00,5.1,0.00,0.00,0.00,0.00,45,20.6,40.7
2023-01-15T22:00,5.0,0.00,0.00,0.00,0.00,26,20.4,38.9
2023-01-15T23:00,4.8,0.00,0.00,0.00,0.00,14,18.9,36.4
2023-01-16T00:00,4.4,0.00,0.00,0.00,0.00,28,17.2,33.5
2023-01-16T01:00,4.2,0.00,0.00,0.00,0.00,52,16.6,31.7
2023-01-16T02:00,4.2,0.00,0.00,0.00,0.00,91,19.7,34.2
2023-01-16T03:00,4.4,0.20,0.20,0.00,0.00,92,18.7,36.4
2023-01-16T04:00,4.4,1.00,1.00,0.00,0.00,100,21.8,42.1
2023-01-16T05:00,3.8,3.00,3.00,0.00,0.00,100,27.5,48.6
2023-01-16T06:00,3.6,2.10,2.10,0.00,0.00,100,31.4,49.3
2023-01-16T07:00,4.2,1.40,1.40,0.00,0.00,100,28.7,52.6
2023-01-16T08:00,4.4,0.60,0.60,0.00,0.00,100,25.3,46.4
2023-01-16T09:00,5.1,0.20,0.20,0.00,0.00,92,23.9,42.8
2023-01-16T10:00,5.7,0.10,0.10,0.00,0.00,55,16.6,37.1
2023-01-16T11:00,6.0,0.10,0.10,0.00,0.00,100,16.2,31.7
2023-01-16T12:00,6.1,0.10,0.10,0.00,0.00,94,15.3,31.0
2023-01-16T13:00,6.1,0.20,0.20,0.00,0.00,100,14.8,27.7
2023-01-16T14:00,5.7,0.30,0.30,0.00,0.00,100,15.6,32.0
2023-01-16T15:00,4.7,0.70,0.70,0.00,0.00,100,24.4,53.3
2023-01-16T16:00,4.2,0.80,0.80,0.00,0.00,100,32.1,54.4
2023-01-16T17:00,4.3,0.40,0.40,0.00,0.00,100,27.5,50.8
2023-01-16T18:00,4.2,0.20,0.20,0.00,0.00,37,27.1,49.0
2023-01-16T19:00,4.1,0.10,0.10,0.00,0.00,63,24.5,45.4
2023-01-16T20:00,3.6,0.20,0.20,0.00,0.00,68,24.3,45.4
2023-01-16T21:00,3.2,0.20,0.20,0.00,0.00,64,22.5,43.2
2023-01-16T22:00,2.8,0.20,0.20,0.00,0.00,66,18.9,36.7
2023-01-16T23:00,2.5,0.30,0.30,0.00,0.00,31,14.9,32.0
2023-01-17T00:00,2.1,0.10,0.10,0.00,0.00,20,12.2,26.6
2023-01-17T01:00,1.7,0.00,0.00,0.00,0.00,18,10.9,23.4
2023-01-17T02:00,1.1,0.00,0.00,0.00,0.00,35,11.7,22.0
2023-01-17T03:00,0.3,0.00,0.00,0.00,0.00,61,11.7,20.5
2023-01-17T04:00,-0.3,0.00,0.00,0.00,0.00,76,10.5,18.7
2023-01-17T05:00,-0.8,0.00,0.00,0.00,0.00,60,9.8,18.0
2023-01-17T06:00,-1.5,0.00,0.00,0.00,0.00,30,7.9,15.5
2023-01-17T07:00,-1.9,0.00,0.00,0.00,0.00,27,5.2,9.0
2023-01-17T08:00,-2.6,0.00,0.00,0.00,0.00,68,5.5,9.4
2023-01-17T09:00,-1.8,0.00,0.00,0.00,0.00,62,7.8,14.4
2023-01-17T10:00,0.2,0.00,0.00,0.00,0.00,31,6.6,14.4
2023-01-17T11:00,1.5,0.00,0.00,0.00,0.00,33,5.0,13.0
2023-01-17T12:00,2.3,0.00,0.00,0.00,0.00,30,3.8,10.4
2023-01-17T13:00,2.8,0.00,0.00,0.00,0.00,31,1.1,8.6
2023-01-17T14:00,2.9,0.00,0.00,0.00,0.00,32,3.6,8.6
2023-01-17T15:00,2.8,0.00,0.00,0.00,0.00,34,4.7,5.0
2023-01-17T16:00,2.5,0.00,0.00,0.00,0.00,30,6.9,4.7
2023-01-17T17:00,2.1,0.00,0.00,0.00,0.00,52,0.7,4.0
2023-01-17T18:00,1.8,0.00,0.00,0.00,0.00,73,3.4,1.8
2023-01-17T19:00,1.1,0.00,0.00,0.00,0.00,79,2.9,4.7
2023-01-17T20:00,-1.3,0.00,0.00,0.00,0.00,81,6.5,10.8
2023-01-17T21:00,-1.6,0.00,0.00,0.00,0.00,87,6.8,11.2
2023-01-17T22:00,-1.5,0.00,0.00,0.00,0.00,79,7.0,10.1
2023-01-17T23:00,-1.5,0.00,0.00,0.00,0.00,73,6.5,10.1
2023-01-18T00:00,-1.9,0.00,0.00,0.00,0.00,66,6.5,10.4
2023-01-18T01:00,-2.4,0.00,0.00,0.00,0.00,68,7.6,10.8
2023-01-18T02:00,-2.3,0.00,0.00,0.00,0.00,74,8.7,12.6
2023-01-18T03:00,-2.1,0.00,0.00,0.00,0.00,32,9.5,14.8
2023-01-18T04:00,-1.4,0.00,0.00,0.00,0.00,27,9.8,17.6
2023-01-18T05:00,-1.1,0.00,0.00,0.00,0.00,9,10.5,19.4
2023-01-18T06:00,-0.6,0.00,0.00,0.00,0.00,17,11.6,20.9
2023-01-18T07:00,-0.8,0.00,0.00,0.00,0.00,20,12.0,21.2
2023-01-18T08:00,-1.0,0.00,0.00,0.00,0.00,3,13.0,22.7
2023-01-18T09:00,-0.4,0.00,0.00,0.00,0.00,0,14.0,25.2
2023-01-18T10:00,0.8,0.00,0.00,0.00,0.00,0,14.6,27.0
2023-01-18T11:00,2.3,0.00,0.00,0.00,0.00,0,14.5,28.8
2023-01-18T12:00,3.3,0.00,0.00,0.00,0.00,2,15.0,30.6
2023-01-18T13:00,3.9,0.00,0.00,0.00,0.00,11,16.1,32.4
2023-01-18T14:00,4.2,0.00,0.00,0.00,0.00,56,17.4,32.0
2023-01-18T15:00,3.9,0.00,0.00,0.00,0.00,65,13.8,24.8
2023-01-18T16:00,3.2,0.00,0.00,0.00,0.00,62,13.4,23.4
2023-01-18T17:00,2.2,0.00,0.00,0.00,0.00,61,13.5,23.0
2023-01-18T18:00,1.7,0.00,0.00,0.00,0.00,74,14.4,25.2
2023-01-18T19:00,1.7,0.00,0.00,0.00,0.00,60,14.8,26.6
2023-01-18T20:00,1.5,0.00,0.00,0.00,0.00,50,15.3,27.4
2023-01-18T21:00,1.3,0.00,0.00,0.00,0.00,70,15.8,28.1
2023-01-18T22:00,1.2,0.00,0.00,0.00,0.00,48,16.8,28.1
2023-01-18T23:00,1.1,0.00,0.00,0.00,0.00,44,16.8,27.7
2023-01-19T00:00,1.2,0.00,0.00,0.00,0.00,55,15.5,27.4
2023-01-19T01:00,1.2,0.00,0.00,0.00,0.00,73,15.8,27.4
2023-01-19T02:00,1.3,0.00,0.00,0.00,0.00,70,15.6,25.2
2023-01-19T03:00,1.2,0.10,0.10,0.00,0.00,81,14.5,22.7
2023-01-19T04:00,1.2,0.10,0.10,0.00,0.00,84,14.0,20.9
2023-01-19T05:00,0.8,0.20,0.20,0.00,0.00,53,14.2,19.8
2023-01-19T06:00,0.4,0.10,0.10,0.00,0.00,21,13.7,21.2
2023-01-19T07:00,0.7,0.00,0.00,0.00,0.00,20,13.3,24.1
2023-01-19T08:00,0.4,0.00,0.00,0.00,0.00,13,13.5,23.8
2023-01-19T09:00,1.0,0.00,0.00,0.00,0.00,24,13.1,24.1
2023-01-19T10:00,2.2,0.00,0.00,0.00,0.00,94,13.3,24.1
2023-01-19T11:00,3.5,0.00,0.00,0.00,0.00,83,13.5,26.6
2023-01-19T12:00,4.2,0.00,0.00,0.00,0.00,95,11.4,25.2
2023-01-19T13:00,4.6,0.10,0.10,0.00,0.00,96,9.8,23.4
2023-01-19T14:00,4.6,0.00,0.00,0.00,0.00,53,9.7,24.1
2023-01-19T15:00,4.2,0.10,0.10,0.00,0.00,36,9.4,20.2
2023-01-19T16:00,3.1,0.10,0.10,0.00,0.00,39,6.9,15.8
2023-01-19T17:00,2.0,0.10,0.10,0.00,0.00,74,6.6,16.9
2023-01-19T18:00,1.0,0.10,0.10,0.00,0.00,88,7.5,17.6
2023-01-19T19:00,0.2,0.00,0.00,0.00,0.00,78,8.4,14.8
2023-01-19T20:00,0.2,0.00,0.00,0.00,0.00,63,8.7,14.4
2023-01-19T21:00,-0.3,0.00,0.00,0.00,0.00,55,8.7,15.5
2023-01-19T22:00,-0.4,0.10,0.10,0.00,0.00,47,9.4,16.6
2023-01-19T23:00,-0.5,0.00,0.00,0.00,0.00,51,11.9,16.2
2023-01-20T00:00,-0.7,0.00,0.00,0.00,0.00,28,11.8,17.3
2023-01-20T01:00,-0.8,0.00,0.00,0.00,0.00,24,11.5,18.7
2023-01-20T02:00,-0.7,0.00,0.00,0.00,0.00,37,12.2,20.9
2023-01-20T03:00,-0.6,0.00,0.00,0.00,0.00,38,13.2,22.0
2023-01-20T04:00,-0.4,0.00,0.00,0.00,0.00,56,14.0,23.4
2023-01-20T05:00,-0.1,0.00,0.00,0.00,0.00,100,15.0,25.2
2023-01-20T06:00,0.5,0.40,0.10,0.21,0.00,99,15.3,26.3
2023-01-20T07:00,1.0,0.00,0.00,0.00,0.00,90,15.1,29.2
2023-01-20T08:00,1.8,0.00,0.00,0.00,0.00,100,15.1,28.1
2023-01-20T09:00,3.0,0.00,0.00,0.00,0.00,100,15.4,30.6
2023-01-20T10:00,3.9,0.10,0.10,0.00,0.00,100,17.3,32.4
2023-01-20T11:00,4.8,0.10,0.10,0.00,0.00,100,16.2,31.7
2023-01-20T12:00,5.3,0.10,0.10,0.00,0.00,100,17.3,36.0
2023-01-20T13:00,5.3,0.20,0.20,0.00,0.00,100,18.2,36.0
2023-01-20T14:00,5.0,0.50,0.50,0.00,0.00,100,16.8,36.7
2023-01-20T15:00,4.4,0.80,0.80,0.00,0.00,100,20.5,34.6
2023-01-20T16:00,4.3,0.10,0.10,0.00,0.00,99,17.0,35.6
2023-01-20T17:00,4.2,0.20,0.20,0.00,0.00,100,14.9,31.7
2023-01-20T18:00,3.7,0.10,0.10,0.00,0.00,98,10.7,19.8
2023-01-20T19:00,3.0,0.10,0.10,0.00,0.00,54,10.2,18.4
2023-01-20T20:00,2.3,0.00,0.00,0.00,0.00,87,16.8,31.3
2023-01-20T21:00,1.6,0.00,0.00,0.00,0.00,47,17.6,32.4
2023-01-20T22:00,0.9,0.00,0.00,0.00,0.00,51,15.9,30.6
2023-01-20T23:00,0.2,0.00,0.00,0.00,0.00,12,15.0,28.8
2023-01-21T00:00,-0.4,0.00,0.00,0.00,0.00,1,15.1,27.0
2023-01-21T01:00,-1.1,0.00,0.00,0.00,0.00,0,14.6,25.9
2023-01-21T02:00,-1.5,0.00,0.00,0.00,0.00,0,14.4,25.9
2023-01-21T03:00,-1.7,0.00,0.00,0.00,0.00,0,14.2,25.2
2023-01-21T04:00,-1.9,0.00,0.00,0.00,0.00,0,13.7,24.1
2023-01-21T05:00,-2.1,0.00,0.00,0.00,0.00,0,13.4,23.8
2023-01-21T06:00,-2.2,0.00,0.00,0.00,0.00,0,12.5,23.0
2023-01-21T07:00,-2.6,0.00,0.00,0.00,0.00,2,11.7,21.2
2023-01-21T08:00,-2.7,0.00,0.00,0.00,0.00,3,11.7,20.5
2023-01-21T09:00,-1.9,0.00,0.00,0.00,0.00,5,12.0,22.0
2023-01-21T10:00,-0.4,0.00,0.00,0.00,0.00,5,12.0,25.9
2023-01-21T11:00,0.8,0.00,0.00,0.00,0.00,66,13.9,26.3
2023-01-21T12:00,1.9,0.00,0.00,0.00,0.00,65,14.8,26.6
2023-01-21T13:00,2.5,0.00,0.00,0.00,0.00,78,15.4,26.3
2023-01-21T14:00,2.9,0.00,0.00,0.00,0.00,73,15.4,25.9
2023-01-21T15:00,2.8,0.00,0.00,0.00,0.00,52,12.7,21.2
2023-01-21T16:00,2.0,0.00,0.00,0.00,0.00,36,10.7,16.6
2023-01-21T17:00,1.4,0.00,0.00,0.00,0.00,49,11.5,16.9
2023-01-21T18:00,1.0,0.00,0.00,0.00,0.00,59,10.4,18.4
2023-01-21T19:00,0.2,0.00,0.00,0.00,0.00,62,11.1,18.0
2023-01-21T20:00,0.2,0.00,0.00,0.00,0.00,63,11.6,19.8
2023-01-21T21:00,0.1,0.00,0.00,0.00,0.00,59,11.6,20.5
2023-01-21T22:00,-0.1,0.00,0.00,0.00,0.00,58,11.3,19.8
2023-01-21T23:00,0.0,0.00,0.00,0.00,0.00,64,11.2,20.5
2023-01-22T00:00,-0.2,0.00,0.00,0.00,0.00,68,12.2,20.5
2023-01-22T01:00,-0.1,0.00,0.00,0.00,0.00,64,12.9,22.3
2023-01-22T02:00,-0.1,0.00,0.00,0.00,0.00,66,12.9,22.7
2023-01-22T03:00,-0.0,0.00,0.00,0.00,0.00,65,12.6,23.8
2023-01-22T04:00,0.2,0.00,0.00,0.00,0.00,55,12.7,24.1
2023-01-22T05:00,0.3,0.00,0.00,0.00,0.00,65,13.4,23.8
2023-01-22T06:00,0.3,0.00,0.00,0.00,0.00,52,13.5,23.0
2023-01-22T07:00,0.7,0.00,0.00,0.00,0.00,50,13.2,23.4
2023-01-22T08:00,0.5,0.00,0.00,0.00,0.00,39,13.0,24.1
2023-01-22T09:00,0.5,0.00,0.00,0.00,0.00,62,13.3,26.3
2023-01-22T10:00,0.6,0.00,0.00,0.00,0.00,93,13.3,28.8
2023-01-22T11:00,0.9,0.00,0.00,0.00,0.00,100,13.7,30.2
2023-01-22T12:00,1.2,0.00,0.00,0.00,0.00,100,14.4,29.9
2023-01-22T13:00,1.5,0.00,0.00,0.00,0.00,100,14.7,28.8
2023-01-22T14:00,1.6,0.00,0.00,0.00,0.00,100,13.2,25.9
2023-01-22T15:00,1.7,0.00,0.00,0.00,0.00,100,12.4,24.1
2023-01-22T16:00,1.6,0.00,0.00,0.00,0.00,100,11.8,19.1
2023-01-22T17:00,1.4,0.00,0.00,0.00,0.00,100,10.9,17.6
2023-01-22T18:00,1.3,0.00,0.00,0.00,0.00,100,11.0,19.1
2023-01-22T19:00,1.0,0.00,0.00,0.00,0.00,83,10.5,18.7
2023-01-22T20:00,0.9,0.00,0.00,0.00,0.00,86,9.8,18.4
2023-01-22T21:00,0.9,0.00,0.00,0.00,0.00,88,9.6,17.6
2023-01-22T22:00,0.8,0.00,0.00,0.00,0.00,87,8.4,16.9
2023-01-22T23:00,0.8,0.00,0.00,0.00,0.00,93,8.9,15.1
2023-01-23T00:00,0.8,0.00,0.00,0.00,0.00,90,8.4,14.8
2023-01-23T01:00,1.0,0.00,0.00,0.00,0.00,91,9.1,16.2
2023-01-23T02:00,1.1,0.00,0.00,0.00,0.00,93,9.8,16.9
2023-01-23T03:00,1.2,0.00,0.00,0.00,0.00,98,9.8,18.0
2023-01-23T04:00,1.3,0.00,0.00,0.00,0.00,94,10.0,18.4
2023-01-23T05:00,1.4,0.00,0.00,0.00,0.00,89,10.3,19.4
2023-01-23T06:00,1.4,0.00,0.00,0.00,0.00,90,10.4,19.1
2023-01-23T07:00,1.2,0.00,0.00,0.00,0.00,82,9.6,17.3
2023-01-23T08:00,1.3,0.00,0.00,0.00,0.00,89,9.7,16.6
2023-01-23T09:00,1.6,0.00,0.00,0.00,0.00,86,11.6,23.4
2023-01-23T10:00,1.9,0.00,0.00,0.00,0.00,90,11.3,24.8
2023-01-23T11:00,2.2,0.00,0.00,0.00,0.00,90,11.6,25.2
2023-01-23T12:00,2.6,0.00,0.00,0.00,0.00,90,11.7,24.5
2023-01-23T13:00,2.8,0.00,0.00,0.00,0.00,90,13.2,25.2
2023-01-23T14:00,2.9,0.00,0.00,0.00,0.00,90,14.8,27.0
2023-01-23T15:00,2.7,0.00,0.00,0.00,0.00,90,15.1,27.7
2023-01-23T16:00,2.4,0.00,0.00,0.00,0.00,89,13.1,25.6
2023-01-23T17:00,2.3,0.00,0.00,0.00,0.00,86,11.9,19.8
2023-01-23T18:00,2.1,0.00,0.00,0.00,0.00,82,12.0,19.8
2023-01-23T19:00,2.4,0.10,0.10,0.00,0.00,77,12.2,22.7
2023-01-23T20:00,2.2,0.00,0.00,0.00,0.00,85,12.0,22.0
2023-01-23T21:00,2.1,0.00,0.00,0.00,0.00,79,12.8,23.0
2023-01-23T22:00,2.1,0.00,0.00,0.00,0.00,86,10.7,23.4
2023-01-23T23:00,1.9,0.00,0.00,0.00,0.00,71,12.0,24.1
2023-01-24T00:00,1.9,0.00,0.00,0.00,0.00,71,12.3,24.8
2023-01-24T01:00,1.6,0.00,0.00,0.00,0.00,74,12.5,24.5
2023-01-24T02:00,1.2,0.00,0.00,0.00,0.00,61,12.3,22.3
2023-01-24T03:00,0.8,0.00,0.00,0.00,0.00,72,11.4,21.6
2023-01-24T04:00,0.6,0.00,0.00,0.00,0.00,69,11.0,22.7
2023-01-24T05:00,0.5,0.00,0.00,0.00,0.00,74,11.5,23.8
2023-01-24T06:00,0.6,0.00,0.00,0.00,0.00,70,12.0,24.1
2023-01-24T07:00,0.8,0.00,0.00,0.00,0.00,70,12.2,22.3
2023-01-24T08:00,0.7,0.00,0.00,0.00,0.00,58,12.0,21.2
2023-01-24T09:00,1.3,0.00,0.00,0.00,0.00,58,11.5,26.3
2023-01-24T10:00,1.6,0.00,0.00,0.00,0.00,90,10.6,26.6
2023-01-24T11:00,2.1,0.00,0.00,0.00,0.00,90,10.5,25.2
2023-01-24T12:00,2.5,0.00,0.00,0.00,0.00,90,10.5,25.2
2023-01-24T13:00,2.8,0.00,0.00,0.00,0.00,90,10.8,25.2
2023-01-24T14:00,2.8,0.00,0.00,0.00,0.00,90,10.5,24.5
2023-01-24T15:00,2.7,0.00,0.00,0.00,0.00,90,9.8,21.6
2023-01-24T16:00,2.3,0.00,0.00,0.00,0.00,90,9.7,14.4
2023-01-24T17:00,1.8,0.00,0.00,0.00,0.00,90,7.6,13.3
2023-01-24T18:00,1.4,0.00,0.00,0.00,0.00,89,7.8,13.3
2023-01-24T19:00,1.0,0.00,0.00,0.00,0.00,83,7.0,12.2
2023-01-24T20:00,0.8,0.00,0.00,0.00,0.00,76,6.6,11.2
2023-01-24T21:00,0.5,0.00,0.00,0.00,0.00,77,5.9,9.7
2023-01-24T22:00,0.3,0.00,0.00,0.00,0.00,85,5.8,9.7
2023-01-24T23:00,0.2,0.00,0.00,0.00,0.00,73,6.0,10.8
2023-01-25T00:00,-0.3,0.00,0.00,0.00,0.00,64,5.6,10.1
2023-01-25T01:00,-0.8,0.00,0.00,0.00,0.00,72,6.2,10.1
2023-01-25T02:00,-1.2,0.00,0.00,0.00,0.00,70,5.4,9.0
2023-01-25T03:00,-1.7,0.00,0.00,0.00,0.00,64,5.6,9.0
2023-01-25T04:00,-1.8,0.00,0.00,0.00,0.00,65,3.3,9.0
2023-01-25T05:00,-1.4,0.00,0.00,0.00,0.00,51,2.6,6.5
2023-01-25T06:00,-1.3,0.00,0.00,0.00,0.00,54,2.9,6.1
2023-01-25T07:00,-1.5,0.00,0.00,0.00,0.00,85,1.9,3.2
2023-01-25T08:00,-1.8,0.00,0.00,0.00,0.00,86,3.9,8.6
2023-01-25T09:00,-1.5,0.00,0.00,0.00,0.00,90,4.8,11.9
2023-01-25T10:00,-1.1,0.00,0.00,0.00,0.00,90,3.1,12.2
2023-01-25T11:00,-0.6,0.00,0.00,0.00,0.00,90,2.9,10.1
2023-01-25T12:00,-0.2,0.00,0.00,0.00,0.00,90,2.3,10.4
2023-01-25T13:00,0.2,0.00,0.00,0.00,0.00,90,4.2,12.6
2023-01-25T14:00,0.5,0.00,0.00,0.00,0.00,90,4.6,14.8
2023-01-25T15:00,0.6,0.00,0.00,0.00,0.00,90,6.2,17.3
2023-01-25T16:00,0.7,0.00,0.00,0.00,0.00,90,6.8,16.6
2023-01-25T17:00,0.8,0.00,0.00,0.00,0.00,90,5.7,8.6
2023-01-25T18:00,0.7,0.00,0.00,0.00,0.00,86,7.8,12.6
2023-01-25T19:00,-0.1,0.00,0.00,0.00,0.00,88,9.1,16.6
2023-01-25T20:00,-0.2,0.00,0.00,0.00,0.00,89,9.1,16.6
2023-01-25T21:00,-0.1,0.00,0.00,0.00,0.00,90,9.2,16.6
2023-01-25T22:00,-0.1,0.00,0.00,0.00,0.00,91,8.0,17.3
2023-01-25T23:00,0.1,0.00,0.00,0.00,0.00,92,7.9,17.3
2023-01-26T00:00,0.3,0.10,0.10,0.00,0.00,100,7.9,16.9
2023-01-26T01:00,0.4,0.20,0.20,0.00,0.00,100,8.3,16.6
2023-01-26T02:00,0.4,0.50,0.50,0.00,0.00,100,7.2,14.8
2023-01-26T03:00,0.6,0.60,0.60,0.00,0.00,100,5.1,10.4
2023-01-26T04:00,0.7,0.50,0.50,0.00,0.00,100,4.1,9.0
2023-01-26T05:00,1.0,0.30,0.30,0.00,0.00,100,3.4,7.6
2023-01-26T06:00,1.5,0.10,0.10,0.00,0.00,100,0.4,5.4
2023-01-26T07:00,2.1,0.20,0.20,0.00,0.00,100,3.6,6.5
2023-01-26T08:00,2.9,0.10,0.10,0.00,0.00,100,9.7,18.0
2023-01-26T09:00,3.9,0.00,0.00,0.00,0.00,100,13.4,24.1
2023-01-26T10:00,4.9,0.00,0.00,0.00,0.00,84,13.4,25.6
2023-01-26T11:00,6.2,0.00,0.00,0.00,0.00,94,16.9,31.3
2023-01-26T12:00,7.2,0.00,0.00,0.00,0.00,89,18.6,35.6
2023-01-26T13:00,7.6,0.00,0.00,0.00,0.00,43,18.1,34.9
2023-01-26T14:00,7.5,0.00,0.00,0.00,0.00,45,16.0,31.3
2023-01-26T15:00,7.2,0.00,0.00,0.00,0.00,39,14.5,28.1
2023-01-26T16:00,6.2,0.00,0.00,0.00,0.00,41,14.4,25.6
2023-01-26T17:00,5.3,0.00,0.00,0.00,0.00,78,15.8,27.0
2023-01-26T18:00,4.9,0.00,0.00,0.00,0.00,83,17.7,31.3
2023-01-26T19:00,5.8,0.00,0.00,0.00,0.00,70,18.5,34.9
2023-01-26T20:00,5.6,0.00,0.00,0.00,0.00,64,17.9,33.8
2023-01-26T21:00,5.2,0.00,0.00,0.00,0.00,61,16.8,31.0
2023-01-26T22:00,4.9,0.00,0.00,0.00,0.00,58,15.7,28.4
2023-01-26T23:00,4.4,0.00,0.00,0.00,0.00,42,15.9,27.0
2023-01-27T00:00,4.1,0.00,0.00,0.00,0.00,54,16.3,27.4
2023-01-27T01:00,3.9,0.00,0.00,0.00,0.00,62,16.1,27.4
2023-01-27T02:00,3.8,0.00,0.00,0.00,0.00,64,16.0,26.6
2023-01-27T03:00,3.9,0.00,0.00,0.00,0.00,60,15.5,27.7
2023-01-27T04:00,3.7,0.10,0.10,0.00,0.00,90,15.8,29.2
2023-01-27T05:00,3.1,0.00,0.00,0.00,0.00,90,16.6,31.0
2023-01-27T06:00,2.4,0.00,0.00,0.00,0.00,90,17.1,31.3
2023-01-27T07:00,2.5,0.00,0.00,0.00,0.00,90,18.6,37.1
2023-01-27T08:00,2.4,0.10,0.10,0.00,0.00,89,15.8,28.8
2023-01-27T09:00,2.6,0.00,0.00,0.00,0.00,73,15.9,31.0
2023-01-27T10:00,3.1,0.00,0.00,0.00,0.00,86,13.0,35.3
2023-01-27T11:00,3.5,0.00,0.00,0.00,0.00,75,16.8,30.2
2023-01-27T12:00,3.9,0.10,0.10,0.00,0.00,90,18.7,31.3
2023-01-27T13:00,4.4,0.10,0.10,0.00,0.00,86,17.4,32.8
2023-01-27T14:00,4.4,0.00,0.00,0.00,0.00,87,15.6,28.8
2023-01-27T15:00,4.4,0.00,0.00,0.00,0.00,86,14.5,29.5
2023-01-27T16:00,4.1,0.00,0.00,0.00,0.00,86,13.9,27.4
2023-01-27T17:00,3.7,0.00,0.00,0.00,0.00,85,13.6,26.3
2023-01-27T18:00,3.6,0.00,0.00,0.00,0.00,74,13.4,26.3
2023-01-27T19:00,3.5,0.00,0.00,0.00,0.00,89,13.2,24.8
2023-01-27T20:00,3.3,0.00,0.00,0.00,0.00,86,13.2,23.8
2023-01-27T21:00,3.1,0.00,0.00,0.00,0.00,73,12.1,22.0
2023-01-27T22:00,2.9,0.00,0.00,0.00,0.00,72,9.6,19.8
2023-01-27T23:00,2.4,0.00,0.00,0.00,0.00,78,9.5,17.6
2023-01-28T00:00,2.2,0.00,0.00,0.00,0.00,77,10.1,16.6
2023-01-28T01:00,2.1,0.00,0.00,0.00,0.00,94,9.2,15.8
2023-01-28T02:00,1.7,0.00,0.00,0.00,0.00,100,7.8,13.3
2023-01-28T03:00,1.6,0.00,0.00,0.00,0.00,70,7.3,13.3
2023-01-28T04:00,1.5,0.00,0.00,0.00,0.00,68,6.9,12.2
2023-01-28T05:00,1.2,0.00,0.00,0.00,0.00,64,6.3,9.7
2023-01-28T06:00,1.0,0.00,0.00,0.00,0.00,66,5.2,7.9
2023-01-28T07:00,1.0,0.00,0.00,0.00,0.00,69,4.9,10.4
2023-01-28T08:00,0.7,0.00,0.00,0.00,0.00,68,5.1,9.7
2023-01-28T09:00,1.4,0.00,0.00,0.00,0.00,75,6.1,12.6
2023-01-28T10:00,2.3,0.00,0.00,0.00,0.00,84,10.0,17.6
2023-01-28T11:00,2.9,0.00,0.00,0.00,0.00,90,12.1,25.6
2023-01-28T12:00,3.2,0.00,0.00,0.00,0.00,90,11.1,24.8
2023-01-28T13:00,3.3,0.00,0.00,0.00,0.00,90,9.7,20.5
2023-01-28T14:00,3.4,0.00,0.00,0.00,0.00,90,7.0,18.0
2023-01-28T15:00,3.4,0.00,0.00,0.00,0.00,90,4.7,14.8
2023-01-28T16:00,3.1,0.00,0.00,0.00,0.00,87,4.5,6.8
2023-01-28T17:00,2.6,0.00,0.00,0.00,0.00,85,3.3,6.5
2023-01-28T18:00,1.9,0.00,0.00,0.00,0.00,77,2.7,8.6
2023-01-28T19:00,1.3,0.00,0.00,0.00,0.00,80,4.0,6.8
2023-01-28T20:00,0.8,0.00,0.00,0.00,0.00,83,4.0,7.6
2023-01-28T21:00,0.8,0.00,0.00,0.00,0.00,76,4.8,7.6
2023-01-28T22:00,0.8,0.00,0.00,0.00,0.00,76,4.3,8.3
2023-01-28T23:00,0.8,0.00,0.00,0.00,0.00,86,4.2,10.8
2023-01-29T00:00,1.0,0.00,0.00,0.00,0.00,83,6.4,13.3
2023-01-29T01:00,0.9,0.00,0.00,0.00,0.00,76,7.4,14.0
